,Total voting-age population,Census tract,Voters in 2022,Voting-age residents who voted in 2022 (%),American Indian or Alaska Native (%),Asian (%),Black (%),Native Hawaiian or other Pacific Islander (%),White (%),Hispanic or Latino (%),Mixed race (%),Place,Below poverty level (%)
1122,4846,06087120800,3482,71.9,0.0,5.4,0.7,1.4,75.5,14.9,2.3,"Rollingwoods Estates, Santa Cruz County",3.4
1123,3536,06087120600,2562,72.5,0.0,1.7,0.3,0.0,86.7,6.0,5.2,"Lompico, Santa Cruz County",5.9
1124,8290,06087100400,432,5.2,0.0,21.0,4.7,0.2,34.3,31.0,8.7,"Santa Cruz, University, Santa Cruz County",32.9
1125,2548,06087122002,2079,81.6,0.0,1.8,0.2,0.0,85.6,11.2,1.2,"Day Valley, Santa Cruz County",6.0
1126,5433,06087100200,3111,57.3,0.7,4.7,0.3,0.0,75.9,15.1,3.2,"Santa Cruz, Eastside, Santa Cruz County",18.3
1127,2428,06087121000,1933,79.6,0.0,3.9,0.0,0.0,86.8,6.6,2.8,"Spanish Ranch, Santa Cruz County",5.5
1128,1786,06087122202,1299,72.7,0.0,3.4,0.0,0.0,82.3,9.8,4.5,"Rio del Mar, Santa Cruz County",2.3
1129,2024,06087123100,894,44.2,0.0,1.2,0.0,0.7,47.1,48.9,2.1,"Amesti, Santa Cruz County",15.8
1130,3154,06087122203,1986,63.0,0.0,3.6,0.3,0.0,80.0,10.2,5.7,"Rio del Mar, Santa Cruz County",3.3
1131,3041,06087121300,1861,61.2,0.0,1.9,0.0,0.0,79.3,17.3,1.3,"Live Oak, Santa Cruz County",3.7
1132,1075,06087123300,422,39.3,0.9,0.9,2.8,0.0,48.8,45.6,1.3,"Arano Canyon, Santa Cruz County",9.1
1133,4028,06087122001,2679,66.5,0.1,4.8,0.2,0.0,82.7,10.3,2.0,Santa Cruz County,3.5
1134,1735,06087110700,722,41.6,0.0,8.1,0.1,0.0,29.2,58.9,3.7,"Watsonville, Santa Cruz County",12.4
1135,3161,06087100300,2051,64.9,0.1,7.9,3.3,0.0,71.4,10.4,7.0,"Santa Cruz, University, Santa Cruz County",14.8
1136,3304,06087121402,1607,48.6,0.0,8.2,0.1,0.0,61.3,27.2,3.1,"Live Oak, Santa Cruz County",15.2
1137,3309,06087100900,2227,67.3,0.0,1.7,0.3,0.6,82.4,9.7,5.3,"Santa Cruz, Seabright, Santa Cruz County",11.2
1138,3837,06087120301,2656,69.2,0.4,1.5,0.1,0.0,84.5,9.3,4.4,"Ben Lomond, Santa Cruz County",4.5
1139,2433,06087120302,1481,60.9,0.0,1.4,0.0,0.0,89.1,7.6,1.8,"Ben Lomond, Glen Arbor, Santa Cruz County",4.0
1140,2649,06087122300,1689,63.8,0.5,2.6,0.2,0.0,73.0,21.0,2.7,"Pajaro Dunes, Santa Cruz County",4.7
1141,4556,06087120500,2709,59.5,0.0,5.5,0.5,1.1,81.5,9.8,1.8,"Hopkins Gulch, Boulder Creek, Santa Cruz County",3.5
1142,2460,06087121100,1665,67.7,0.0,2.2,0.4,0.0,74.4,19.6,3.1,Santa Cruz County,10.8
1143,3449,06055200601,1904,55.2,0.1,0.7,0.9,0.0,60.2,35.8,2.3,"Napa, Napa County",2.8
1144,2479,06055201006,1031,41.6,0.0,22.0,4.3,0.4,44.6,24.4,4.5,"American Canyon, Napa County",2.9
1145,2457,06055200706,1662,67.6,0.0,1.4,0.2,0.2,75.7,19.9,2.6,"Napa, Napa County",2.5
1146,3865,06055200504,1786,46.2,0.9,3.9,0.8,0.0,50.7,39.8,3.9,"Napa, Napa County",13.4
1147,2123,06081609300,1774,83.6,0.0,9.9,0.1,0.0,79.8,8.9,1.2,"San Carlos, San Mateo County",0.6
1148,3733,06001406500,1116,29.9,0.0,24.2,20.3,3.2,16.6,32.9,2.3,"Oakland, Alameda County",15.8
1149,3435,06095252311,1858,54.1,0.0,16.4,21.1,7.6,33.2,15.7,6.0,"Fairfield, Solano County",4.1
1150,1408,06047002500,782,55.5,0.3,12.4,1.8,0.0,59.2,25.1,1.3,Merced County,11.8
1151,1835,06077003312,218,11.9,0.8,13.1,36.1,0.0,14.3,32.0,3.2,"Stockton, San Joaquin County",31.6
1152,2418,06077003409,766,31.7,0.0,44.3,11.5,0.0,15.9,25.0,3.8,"Akers, Stockton, San Joaquin County",5.4
1153,1587,06081608023,1037,65.3,0.0,50.4,0.6,0.0,37.8,9.1,2.4,"Foster City, San Mateo County",1.6
1154,2550,06081608200,1366,53.6,0.2,36.5,2.8,0.4,39.3,14.8,6.1,"Foster City, San Mateo County",2.6
1155,1944,06081608300,1166,60.0,0.0,54.5,1.8,0.0,32.5,5.8,5.4,"Foster City, San Mateo County",3.3
1156,3520,06081608400,1265,35.9,0.4,34.9,4.6,0.0,35.1,23.5,1.7,"San Mateo, San Mateo County",6.8
1157,3178,06081608501,1799,56.6,0.0,22.5,1.8,1.6,45.2,24.4,4.7,"San Mateo, San Mateo County",4.1
1158,1926,06081608502,903,46.9,0.0,36.3,2.1,1.1,49.1,7.7,3.4,"San Mateo, San Mateo County",9.1
1159,2811,06081608600,1315,46.8,0.0,24.7,2.0,3.4,54.6,13.0,2.1,"Belmont, San Mateo County",11.9
1160,4826,06081608700,3108,64.4,0.8,25.1,2.1,0.4,54.3,12.9,4.4,"Belmont, San Mateo County",3.1
1161,1804,06081609000,1186,65.7,0.0,20.5,5.0,0.0,57.2,14.2,3.0,"Belmont, San Mateo County",6.4
1162,2224,06081609900,1671,75.1,0.7,9.9,0.0,1.3,75.4,9.1,3.4,"Redwood City, San Mateo County",2.6
1163,3180,06081610000,1955,61.5,0.3,7.7,1.9,0.0,74.2,11.7,4.1,"Redwood City, San Mateo County",7.1
1164,1621,06081610100,769,47.4,0.0,8.0,0.6,2.8,50.0,30.3,8.2,"Redwood City, San Mateo County",8.6
1165,2301,06081610201,722,31.4,0.2,8.5,3.4,5.9,26.6,55.1,0.0,"Redwood City, San Mateo County",12.2
1166,1534,06081610203,302,19.7,0.0,2.9,4.4,7.5,13.8,70.1,1.6,"Redwood Junction, Redwood City, San Mateo County",8.8
1167,4222,06081610303,2770,65.6,0.2,44.5,0.3,1.4,46.4,4.2,2.8,"Redwood City, San Mateo County",4.4
1168,2910,06081610400,1084,37.3,0.7,7.4,0.2,4.3,25.2,61.5,1.0,"Redwood City, San Mateo County",11.7
1169,2839,06081610500,757,26.7,0.0,9.2,1.7,0.0,14.7,74.1,0.5,"North Fair Oaks, San Mateo County",16.1
1170,2991,06081610601,625,20.9,0.0,5.3,1.5,0.0,18.6,73.9,0.7,"North Fair Oaks, San Mateo County",9.2
1171,1867,06081610602,1210,64.8,0.0,13.0,0.9,0.0,53.7,31.9,0.9,"North Fair Oaks, San Mateo County",8.8
1172,2504,06095250400,942,37.6,0.0,8.0,10.3,0.0,55.2,19.6,7.4,"Vallejo, Solano County",9.2
1173,1893,06095250501,485,25.6,0.0,6.3,10.9,0.0,51.8,27.5,3.4,"Vallejo, Solano County",6.4
1174,2530,06095250502,1130,44.7,0.6,21.5,17.3,0.0,37.1,15.4,8.3,"Vallejo, Solano County",12.2
1175,3164,06095250601,984,31.1,0.0,11.3,29.3,0.0,17.3,38.0,4.3,"Vallejo, Solano County",23.6
1176,1667,06077005502,1067,64.0,0.0,20.4,3.6,0.9,46.3,22.5,5.7,San Joaquin County,11.6
1177,2053,06077003313,257,12.5,0.7,24.9,21.9,0.5,21.5,25.4,5.3,"Stockton, San Joaquin County",20.6
1178,2479,06077003216,696,28.1,0.0,8.9,22.4,0.0,26.3,36.6,5.7,"Stockton, San Joaquin County",11.2
1179,5350,06095250105,2030,37.9,0.7,52.0,15.1,1.0,18.4,10.0,2.7,"Vallejo, Solano County",9.6
1180,3184,06095250605,1636,51.4,0.3,25.6,17.6,0.0,36.3,11.0,8.9,"Vallejo, Solano County",4.1
1181,3175,06095250604,1474,46.4,0.0,33.5,22.0,0.0,24.1,18.5,1.9,"Vallejo, Solano County",5.5
1182,3194,06095250103,1312,41.1,0.0,37.3,17.3,0.1,20.4,17.1,7.5,"Vallejo, Solano County",6.6
1183,1922,06013368002,443,23.0,0.8,12.5,18.6,0.0,11.1,54.5,2.4,"San Pablo, Contra Costa County",7.7
1184,1621,06077004501,684,42.2,0.2,3.1,3.3,0.0,63.4,25.0,4.4,"Lodi, San Joaquin County",10.5
1185,6446,06077005135,3806,59.0,0.4,6.9,7.2,4.6,57.2,22.6,1.1,"Manteca, San Joaquin County",6.7
1186,2458,06095252310,1571,63.9,0.0,16.7,15.3,0.0,54.7,10.2,3.1,Solano County,2.6
1187,3870,06095252313,2173,56.1,0.6,17.7,13.9,1.2,52.5,11.0,3.0,"Fairfield, Solano County",7.8
1188,2684,06095252312,1023,38.1,0.0,15.8,13.4,0.0,47.6,17.4,6.0,"Fairfield, Solano County",5.6
1189,1995,06095252611,437,21.9,1.0,9.8,31.4,6.0,20.9,25.9,5.0,"Fairfield, Solano County",11.8
1190,4922,06095252911,2332,47.4,0.2,11.1,6.5,0.0,63.0,17.7,1.7,"Vacaville, Solano County",4.8
1191,4424,06081601501,1246,28.2,0.0,72.0,7.8,0.0,6.5,13.4,0.2,"Daly City, San Mateo County",5.4
1192,3635,06081601502,723,19.9,0.3,63.7,5.4,1.2,9.5,18.5,1.7,"Daly City, San Mateo County",9.0
1193,4445,06081601603,1616,36.4,0.0,66.8,1.8,4.2,9.4,12.6,5.2,"Daly City, San Mateo County",12.0
1194,3355,06081609800,2171,64.7,0.0,15.2,1.8,0.1,68.0,13.2,1.8,"Redwood City, San Mateo County",4.2
1195,2526,06075023400,648,25.7,0.4,24.8,36.3,0.4,11.1,23.2,3.8,"San Francisco, Bayview District",23.5
1196,2471,06075025100,1599,64.7,0.6,15.0,5.9,0.0,55.0,22.9,0.4,San Francisco,11.9
1197,3789,06075047701,1662,43.9,0.0,48.2,0.1,0.0,37.1,7.7,6.9,"San Francisco, Richmond District",12.1
1198,1886,06085503710,450,23.9,0.5,48.0,1.3,4.8,7.2,35.9,2.3,"San Jose, Little Portugal, Santa Clara County",9.6
1199,2050,06085503711,556,27.1,0.0,37.0,2.7,1.5,4.2,53.7,1.1,"San Jose, Little Portugal, Santa Clara County",15.5
1200,3754,06095253403,2177,58.0,0.0,5.2,0.1,0.0,56.3,34.9,3.4,"Dixon, Solano County",5.6
1201,733,06095252802,28,3.8,0.0,3.4,5.2,8.2,61.4,19.8,2.2,"Fairfield, Solano County",6.6
1202,4269,06095252912,2424,56.8,0.0,15.7,4.8,0.4,53.4,19.3,6.1,"Vacaville, Solano County",5.1
1203,3441,06095252913,1702,49.5,0.0,8.7,7.2,1.2,62.9,17.5,2.8,"Vacaville, Solano County",2.3
1204,4198,06095253404,1851,44.1,0.0,2.4,3.9,0.0,66.6,26.3,0.9,"Dixon, Solano County",9.3
1205,2939,06095252315,1456,49.5,0.0,26.0,20.2,1.8,36.1,13.0,2.5,"Fairfield, Solano County",9.8
1206,2022,06081601604,694,34.3,0.0,53.2,2.7,0.0,22.0,20.3,1.9,"Daly City, San Mateo County",2.3
1207,4836,06081601605,1786,36.9,0.0,80.9,2.8,0.0,6.8,6.9,2.6,"Daly City, San Mateo County",6.6
1208,3995,06095252914,1663,41.6,1.1,9.2,10.3,0.1,47.3,24.3,7.5,"Vacaville, Solano County",10.2
1209,4301,06081608800,3066,71.3,0.0,22.6,2.3,0.0,61.5,10.5,2.9,"Belmont, San Mateo County",0.8
1210,2158,06081609400,1791,83.0,0.0,12.0,0.0,0.0,80.0,4.5,3.5,"San Carlos, San Mateo County",1.5
1211,2782,06081613800,1671,60.1,0.0,0.7,0.0,0.1,88.3,6.2,4.5,San Mateo County,11.8
1212,3110,06081600200,816,26.2,0.0,59.7,4.7,6.4,2.4,25.0,1.8,"Daly City, San Mateo County",10.2
1213,5017,06075030900,3452,68.8,1.9,39.9,0.8,0.1,45.9,6.7,5.1,San Francisco,5.2
1214,4969,06075031100,2858,57.5,0.0,36.9,5.8,0.0,39.6,15.8,1.9,San Francisco,2.7
1215,3249,06075031000,1970,60.6,0.0,51.1,5.0,0.0,36.6,7.0,0.2,San Francisco,7.7
1216,5264,06075032700,2706,51.4,0.6,50.6,0.6,0.0,37.1,7.0,4.0,"San Francisco, Sunset District",8.2
1217,2981,06075033100,1787,59.9,0.0,56.5,1.8,0.8,32.2,4.4,4.2,San Francisco,4.4
1218,3171,06075033201,262,8.3,0.0,24.6,10.7,0.3,29.2,29.2,5.9,San Francisco,41.6
1219,4319,06075035201,2180,50.5,0.1,61.6,0.7,0.0,27.9,8.7,0.9,"San Francisco, Sunset District",7.3
1220,5258,06075035300,2782,52.9,0.0,56.8,0.1,0.5,34.9,7.1,0.4,"San Francisco, Sunset District",6.3
1221,5544,06075035400,2705,48.8,0.0,41.6,0.6,0.0,45.2,4.6,7.8,"San Francisco, Sunset District",8.0
1222,3127,06075040100,1856,59.4,0.0,32.6,0.2,0.0,51.2,11.9,4.2,"San Francisco, Richmond District",7.8
1223,4334,06075040200,2202,50.8,0.0,35.5,1.7,0.0,48.6,8.9,5.3,"San Francisco, Richmond District",4.3
1224,3956,06075042700,1932,48.8,0.4,47.6,6.4,0.0,33.5,6.6,5.2,"San Francisco, Richmond District",8.7
1225,1721,06075042800,1329,77.2,0.0,28.2,0.2,0.0,66.4,4.4,1.1,"San Francisco, Richmond District",3.3
1226,3665,06075047600,2303,62.8,0.4,53.1,0.5,0.0,33.9,4.8,7.5,"San Francisco, Richmond District",2.6
1227,1473,06075017700,911,61.8,0.0,19.0,2.2,0.0,47.9,26.5,4.3,"San Francisco, Mission District",6.9
1228,2507,06075060100,1287,51.3,0.4,7.8,2.3,0.0,72.7,15.0,1.9,San Francisco,2.4
1229,2522,06075047902,1608,63.8,0.0,37.3,0.1,0.0,46.6,14.5,1.5,San Francisco,5.8
1230,4981,06085503332,3287,66.0,0.0,24.7,0.2,0.0,58.5,11.3,5.3,"San Jose, Santa Clara County",3.3
1231,4340,06085503330,2533,58.4,0.0,70.7,8.1,0.9,8.4,11.0,0.8,"San Jose, Santa Clara County",0.8
1232,1456,06085504423,698,47.9,1.0,45.0,4.2,0.0,37.8,9.6,2.4,"Milpitas, Santa Clara County",3.0
1233,2552,06085511707,1659,65.0,0.2,35.5,2.5,0.0,56.1,4.7,0.8,Santa Clara County,4.2
1234,3535,06085511704,2367,67.0,0.0,43.0,0.1,0.0,50.3,4.8,1.6,"Los Altos Hills, Santa Clara County",1.6
1235,1994,06085511609,932,46.7,0.8,11.8,2.1,0.0,68.5,13.4,3.3,"Stanford, Palo Alto, Santa Clara County",6.7
1236,4574,06085512510,2649,57.9,0.1,7.2,2.0,0.0,47.9,38.5,4.3,"Gilroy, Santa Clara County",7.1
1237,4736,06085512509,1726,36.4,0.0,17.2,5.3,0.0,27.3,47.0,3.3,"Gilroy, Santa Clara County",1.9
1238,3159,06085512310,1191,37.7,0.0,16.8,2.9,0.0,37.7,38.0,4.9,"Morgan Hill, Santa Clara County",6.1
1239,2855,06085503331,1567,54.9,0.0,40.5,0.1,0.0,36.8,16.5,6.0,"San Jose, Santa Clara County",3.5
1240,4128,06085510600,2482,60.1,0.8,25.8,2.7,0.0,58.6,4.1,7.8,"Palo Alto, Santa Clara County",10.7
1241,1491,06085511705,664,44.5,0.0,14.8,1.3,0.0,76.1,6.1,1.6,Santa Clara County,2.1
1242,7555,06085513000,984,13.0,0.1,19.7,4.7,0.1,48.7,20.1,6.6,"Rains Houses, Santa Clara County",30.4
1243,3825,06085512053,1433,37.5,0.0,12.2,8.4,0.9,37.0,37.8,3.6,"San Jose, Santa Clara County",7.1
1244,2946,06075020300,1726,58.6,0.0,10.5,2.8,0.0,67.5,13.0,6.1,"San Francisco, Mission District",5.0
1245,2863,06075020900,1350,47.2,0.0,20.4,4.7,0.0,42.4,26.8,5.7,"San Francisco, Mission District",15.3
1246,3045,06075021000,1871,61.4,0.0,13.6,1.6,0.0,63.9,13.8,6.9,"San Francisco, Mission District",9.9
1247,2949,06075021100,2129,72.2,0.0,12.5,0.1,0.0,76.7,6.8,3.9,"San Francisco, Mission District",4.0
1248,2270,06075021200,1569,69.1,0.0,9.9,1.1,0.0,69.8,9.5,9.9,San Francisco,1.3
1249,1934,06075021300,1328,68.7,0.2,9.4,4.0,0.0,68.3,9.9,8.7,San Francisco,2.9
1250,2852,06075021400,1727,60.6,0.0,14.4,0.1,0.0,75.2,6.1,4.1,"San Francisco, Mission District",6.5
1251,3985,06075021500,2432,61.0,0.0,19.3,1.7,0.0,59.0,14.6,5.3,"San Francisco, Mission District",4.4
1252,3296,06075021600,2099,63.7,0.0,19.9,3.1,0.0,53.9,13.5,9.4,San Francisco,2.7
1253,3108,06075021700,2179,70.1,0.1,17.4,8.8,0.0,61.6,8.1,3.9,San Francisco,6.3
1254,3058,06075021800,2187,71.5,0.0,13.9,2.0,0.0,65.0,15.5,3.4,San Francisco,3.1
1255,2862,06075022600,1642,57.4,0.0,26.7,3.7,0.0,53.1,8.9,7.7,San Francisco,1.2
1256,1787,06075022802,588,32.9,0.0,17.9,6.7,0.2,45.4,28.0,2.1,"San Francisco, Mission District",14.6
1257,1536,06075022902,771,50.2,1.3,19.5,1.0,0.0,43.3,32.3,2.9,"San Francisco, Mission District",10.7
1258,2195,06075022903,1040,47.4,3.0,13.9,4.4,0.0,46.2,27.9,5.1,"San Francisco, Mission District",4.8
1259,3821,06075023001,1214,31.8,0.0,61.4,10.5,0.0,14.2,12.7,1.2,"San Francisco, Bayview District",13.4
1260,3223,06075023003,1034,32.1,0.0,54.9,19.4,0.5,11.3,10.5,3.6,"San Francisco, Bayview District",6.2
1261,4420,06013377000,962,21.8,0.0,7.6,29.9,0.0,6.2,52.9,3.4,"Richmond, Contra Costa County",22.1
1262,4291,06013333200,2440,56.9,0.0,9.6,3.7,0.0,71.5,12.4,2.9,"Concord, Contra Costa County",3.7
1263,2783,06013334001,1315,47.3,0.4,15.3,0.8,1.1,58.9,18.1,5.5,"Concord, Contra Costa County",16.4
1264,3909,06013359103,1891,48.4,0.0,27.8,17.4,0.5,30.0,18.4,6.1,"Pinole, Contra Costa County",5.6
1265,1508,06013317000,937,62.1,0.3,6.0,2.7,0.0,78.3,11.1,1.5,"Martinez, Contra Costa County",10.3
1266,1686,06013328000,664,39.4,0.0,14.3,6.3,0.0,55.2,21.8,2.4,"Concord, Contra Costa County",20.8
1267,4070,06001450744,2507,61.6,0.1,26.7,0.0,1.5,57.4,11.4,2.9,"Pleasanton, Alameda County",8.9
1268,2075,06001405901,422,20.3,2.2,43.7,19.7,1.9,9.2,20.3,3.3,"Oakland, Eastlake, Alameda County",19.1
1269,3704,06001450101,1109,29.9,0.6,51.8,5.5,0.0,30.0,8.0,4.0,"Dublin, Alameda County",6.0
1270,4101,06013330000,2010,49.0,0.5,10.9,1.2,0.0,56.2,26.6,4.5,"Concord, Contra Costa County",6.1
1271,5403,06013332000,3043,56.3,0.0,14.3,3.9,0.0,57.3,21.0,3.5,"Concord, Contra Costa County",6.5
1272,3931,06013371000,1587,40.4,0.0,16.5,11.4,0.0,34.3,28.2,9.3,"Richmond, Contra Costa County",4.3
1273,5035,06013372000,1620,32.2,1.5,18.8,7.6,1.1,14.2,55.7,1.1,"Richmond, Contra Costa County",7.9
1274,2277,06013373000,602,26.4,1.8,5.1,8.2,0.0,10.5,70.8,4.0,"Richmond, Contra Costa County",15.5
1275,3331,06013310000,975,29.3,0.0,7.4,26.8,0.1,26.0,36.7,3.4,"Pittsburg, Contra Costa County",24.5
1276,2803,06013374000,1282,45.7,0.0,11.8,17.4,0.0,29.4,38.4,3.4,"Richmond, Contra Costa County",26.3
1277,2429,06013375000,487,20.0,0.0,5.8,19.3,0.0,10.7,64.1,0.1,"Richmond, Contra Costa County",17.8
1278,2843,06013376000,769,27.0,0.5,9.1,29.0,0.0,1.3,54.9,4.9,"Richmond, Contra Costa County",25.2
1279,4028,06013383000,2034,50.5,0.0,23.7,7.4,0.4,53.2,8.5,6.5,"Richmond, Contra Costa County",13.7
1280,1007,06013385200,784,77.9,0.0,30.3,13.5,0.0,49.2,4.0,2.5,"El Cerrito, Contra Costa County",12.7
1281,2088,06013387000,1171,56.1,0.0,29.7,4.8,0.0,51.8,8.6,5.2,"El Cerrito, Contra Costa County",6.0
1282,1857,06013391000,1669,89.9,0.0,11.6,1.1,0.0,76.0,7.3,4.5,"Kensington, Contra Costa County",1.9
1283,2900,06013315000,1097,37.8,0.0,15.2,14.2,0.0,32.2,37.1,1.0,"Clyde, Contra Costa County",6.7
1284,4872,06013347000,3594,73.8,0.2,8.3,0.9,0.0,82.3,5.3,3.1,"Lafayette, Contra Costa County",4.2
1285,4478,06013350000,2949,65.9,0.0,15.0,1.1,0.6,65.9,10.2,7.1,"Lafayette, Contra Costa County",0.7
1286,3638,06013359102,1563,43.0,0.0,27.2,16.1,0.0,32.8,19.2,4.6,"Gateley, Pinole, Contra Costa County",8.3
1287,2222,06013362000,1613,72.6,0.0,9.9,8.8,0.0,62.1,14.9,4.0,"East Richmond Heights, Contra Costa County",6.1
1288,3442,06013379000,961,27.9,0.0,3.1,38.1,2.9,4.5,47.2,4.4,"Richmond, Contra Costa County",25.0
1289,5363,06013382000,1601,29.9,0.0,4.0,54.9,1.0,16.3,20.4,3.4,"Richmond, Contra Costa County",11.1
1290,1775,06013388000,1299,73.2,0.0,22.3,3.3,2.0,59.5,11.0,1.7,"El Cerrito, Contra Costa County",8.2
1291,1724,06013389100,933,54.1,0.0,27.8,10.8,1.7,39.4,15.8,4.3,"El Cerrito, Contra Costa County",6.0
1292,1047,06013389200,474,45.3,2.4,29.7,4.9,1.9,34.4,25.3,2.3,"El Cerrito, Contra Costa County",11.7
1293,1705,06013390100,1365,80.1,0.2,14.1,2.3,0.0,69.8,10.0,4.3,"El Cerrito, Contra Costa County",5.1
1294,1482,06013390200,1089,73.5,0.0,21.3,0.3,0.0,70.9,5.7,1.6,"El Cerrito, Contra Costa County",2.1
1295,2543,06085503123,721,28.4,0.0,19.7,7.2,4.7,27.5,39.7,1.0,"San Jose, Santa Clara County",12.3
1296,2484,06013335000,1236,49.8,0.0,14.1,1.0,0.0,59.1,17.4,8.1,"Concord, Contra Costa County",8.9
1297,2356,06013336101,490,20.8,0.0,10.2,10.3,0.0,28.4,48.7,2.3,"Concord, Contra Costa County",17.7
1298,3167,06013338201,1874,59.2,0.0,15.3,6.3,0.0,68.6,7.0,2.7,"Bancroft, Walnut Creek, Contra Costa County",3.8
1299,2203,06013338301,1606,72.9,0.0,15.4,0.5,0.2,70.2,7.3,6.6,"Walnut Creek, Contra Costa County",2.4
1300,3526,06013359204,1770,50.2,0.0,36.0,20.0,4.4,19.3,16.1,4.2,"Hercules, Contra Costa County",5.6
1301,3196,06013311000,793,24.8,0.0,13.3,14.3,0.0,13.3,56.4,2.5,"Pittsburg, Contra Costa County",10.9
1302,1851,06013312000,523,28.3,0.5,11.3,25.4,1.9,10.4,31.5,19.4,"Pittsburg, Contra Costa County",17.7
1303,4382,06013345101,2251,51.4,0.7,34.9,1.5,0.0,44.0,12.3,6.5,"San Ramon, Contra Costa County",1.5
1304,2890,06013345102,1691,58.5,0.0,12.8,3.6,0.0,63.4,19.1,1.2,"San Ramon, Contra Costa County",3.2
1305,4150,06013352201,3022,72.8,0.0,18.6,0.8,0.0,69.0,9.1,2.4,"Moraga, Contra Costa County",13.4
1306,3100,06013353002,2423,78.2,0.0,13.8,0.9,0.0,79.1,4.4,1.8,"Orinda, Contra Costa County",1.4
1307,3013,06013356001,1235,41.0,0.0,24.7,17.2,0.1,20.9,28.9,8.0,Contra Costa County,2.6
1308,4171,06013358000,1539,36.9,0.1,21.7,16.1,0.5,34.8,21.7,5.3,"Rodeo, Tormey, Contra Costa County",16.9
1309,3383,06013360200,1546,45.7,0.0,21.0,14.5,3.8,34.8,19.7,6.4,"Richmond, Contra Costa County",8.3
1310,3650,06013364002,1510,41.4,0.8,21.0,10.3,0.3,31.9,33.7,2.4,"Tara Hills, Contra Costa County",5.1
1311,2391,06013366001,732,30.6,0.0,27.8,14.8,0.0,9.4,44.9,3.1,"San Pablo, Contra Costa County",13.5
1312,1543,06047002403,497,32.2,0.0,0.0,8.7,0.0,29.9,57.6,3.9,Merced County,13.8
1313,2766,06047002404,872,31.5,0.2,2.5,4.1,0.0,24.2,64.4,4.7,"Dos Palos, Merced County",15.2
1314,3207,06047000404,1424,44.4,0.0,0.0,0.0,0.0,67.4,29.3,3.3,Merced County,8.8
1315,3148,06047001007,1140,36.2,0.0,16.2,12.7,0.0,23.4,44.9,2.7,"Bellview Ranch, Merced, Bellevue Ranch, Merced County",27.1
1316,2685,06047002305,840,31.3,1.3,1.3,0.1,0.0,21.4,76.1,0.0,"Los Banos, Merced County",3.1
1317,2723,06047002203,890,32.7,0.9,2.6,6.4,0.0,16.3,68.7,5.3,Merced County,10.6
1318,3514,06047002303,1091,31.0,0.0,1.8,4.6,0.0,38.6,53.1,1.6,"Los Banos, Merced County",24.6
1319,3848,06047002002,1520,39.5,0.0,0.0,1.9,0.0,59.0,39.4,0.1,Merced County,5.6
1320,1584,06047002306,499,31.5,3.8,0.0,0.0,3.8,6.1,86.6,0.0,"Los Banos, Merced County",4.3
1321,1330,06047002601,549,41.3,0.0,15.8,2.7,0.0,27.4,53.7,0.3,Merced County,9.1
1322,3807,06047000305,1221,32.1,0.0,28.5,0.6,0.0,6.0,65.0,0.0,"Livingston, Merced County",10.2
1323,1452,06047002304,587,40.4,0.0,12.1,0.0,0.0,26.3,62.0,0.0,Merced County,39.5
1324,505,06047002001,401,79.4,0.0,2.0,0.0,0.0,74.3,23.8,0.0,Merced County,26.7
1325,4029,06047000904,1045,25.9,0.0,21.5,3.4,1.7,22.1,50.1,1.3,"Atwater, Merced County",15.1
1326,3025,06047000903,748,24.7,0.0,17.4,1.8,0.0,47.2,30.9,2.7,"Atwater, Merced County",16.8
1327,4388,06047001008,1605,36.6,0.5,21.4,0.4,0.0,27.0,48.5,2.2,"Merced, Merced County",7.7
1328,1577,06047001604,558,35.4,0.0,16.2,3.9,0.0,14.3,64.0,2.0,"Merced, Merced County",22.1
1329,2296,06047000204,736,32.1,0.4,14.2,0.0,0.0,21.5,59.9,4.1,"Delhi, Merced County",20.6
1330,3141,06047002602,1630,51.9,0.5,13.1,2.9,0.0,44.4,37.8,1.3,Merced County,9.0
1331,3287,06047002204,861,26.2,0.3,3.2,3.6,0.0,20.2,72.4,0.5,"Los Banos, Merced County",9.2
1332,2364,06047000403,1062,44.9,0.0,0.0,0.0,0.0,87.1,12.6,0.1,"Hilmar, Merced County",24.1
1333,3119,06047001006,1522,48.8,0.0,1.6,9.2,0.0,50.8,34.0,4.5,"Merced, Merced County",24.3
1334,2756,06047000205,616,22.4,0.0,0.9,0.1,0.0,22.2,76.0,0.9,"Delhi, Merced County",7.7
1335,3770,06013324002,1739,46.1,0.0,17.2,12.9,2.5,57.9,8.6,0.9,"Pleasant Hill, Contra Costa County",6.1
1336,4700,06013320004,2666,56.7,0.2,16.0,1.4,0.0,67.4,10.3,4.8,"Martinez, Contra Costa County",5.7
1337,2562,06013336201,839,32.7,0.0,11.4,3.4,0.0,46.9,32.6,5.7,"Concord, Contra Costa County",6.0
1338,3888,06013338203,1735,44.6,0.3,21.0,1.7,0.0,54.8,20.8,1.5,"Walnut Creek, Contra Costa County",3.3
1339,5137,06013338204,2556,49.8,0.3,14.7,6.0,2.4,60.4,10.2,5.7,"Walnut Creek, Contra Costa County",5.5
1340,2206,06013345204,2081,94.3,0.0,5.0,0.0,0.0,89.3,5.3,0.5,"Alamo, Contra Costa County",1.5
1341,5063,06013345203,3619,71.5,0.0,6.7,0.7,0.0,84.4,5.6,2.7,"Danville, Contra Costa County",5.8
